sentiment,review
0, Susceptible to Humidity: External display failed within one month. Moisture sensor dot showed red
0, Not for children: Although this book is about a 10 year old Samoan girl the subjects the author explores are adult. The book is dark and deals with sexual issues and family violence. I'm not saying the book is without merit. It would surely have a place when studying modern polynesian cultures as an adult
1," Check ""Unknown Tongue"": A superb and solid album that is worth buying for the track ""Unknown Tongue"". This up tempo track features phenomenal use of the 'musette'"
0, Black and white pictures??: Very unhappy with this book. Black and white pictues of buttons are not very useful in identification. It has a lot of information and very small print. Seriously considering returning it.
1, Great spoon: Spoon is sturdy and the handle is so comfortable when I am mixing ingredients that I cannot use my Kitchen Aid mixer on.
1, serving spoon: So far I have been totally satisfied with every Oxo product I have ordered
1, Roomful Smokin' out of the Gate!: This is an incredible big band blues album. From the very get go Roomful were a force to be reckoned with. Its leader Duke Robillard is red hot! And the band follows in kind. A cornerstone modern blues album for sure.
0, Film as iconography: There are films that seem bad at first but open up when seen a second or third time. This is not one of them. The first two times I saw this film
1, From one musician to another...: These guys have talent. Not only talented musically but God has given Tim Neufeld and his brother Jon the ability to write deep lyrics full of truth. I always hate singers who sound great on cd but then different in concert
1, Beautiful: This is a collection of beautifully written songs that are beautifully sung and masterfully produced. I purchased their first CD a year ago (independently released) and I still love it a year later. These songs come from a deep place and are amazing as art and as worship.
1, A time in my life when we feared for our children's lives: This book brought back many painful memories of a time when we could not let our children out of our sight for fear they would be snatched up by this monster and found dead and mutilated
1, A Marvelous CD: This is an amazing young lady who has God in her life. Without God
0," ...quite boring...: I am a great Natalie fan. I found ""Ask a woman who know"" simply delicious...so this new album is quite surprysing to me as it is boring"
1, Can't Keep That Girl Down: September and October seems to have given us a bumper crop of albums by 'mature' artists and here's another by a truly great singer. This time out
1, The Real Thing: There are two types of get rich books: those written by professional speakers who make a living telling others how to be successful
1," The ""How To"" Guide To Becoming A Millionaire: There's a good reason Michael Masterson has almost half-a-million loyal readers of his daily email letter at EarlyToRise.com. It's because Michael is a highly experienced wealth-creator and an excellent teacher.Finally Michael has authored a book that offers a step-by-step plan for becoming financially independent in 7 years. I've followed Michael's teachings for about 3 years now. I'm in my mid-twenties and am earning as much as a lawyer or doctor between my business and real estate ventures. His strategies work! Your $18 investment in Automatic Wealth will pay-off a thousand times over!"
0, More 'Think and Grow Rich' Foolishness: The author suggests such foolishness as 'flipping houses' and volunteering free overtime to get 'in' with your employer. The author is the only one getting rich from this mess.
0, AWFUL vacuum. Don't bother.: This vacuum is terrible! I have had this vacuum for over 3 years now (one here buying a different one now). The filter clogs constantly and has to be cleaned or replaced just about every time I use it. I couldn't even tell you how many filters we have bought. I have longer hair
0, Is this a vacuum or a small jet?: This vacuum sucks
1, Little Green Machine: I have owned one of these vacuums for several years. I use it more than my large upright. My Eureka has a lot of power and it is easy for me to use because it is so light weight. I gave one to my Aunt for a gift just this Christnas.
1, lightweight
1, Move over Dyson...: the Eureka 431BXZ Optima lightweight Upright Vacuum although small in size is a powerful little wonder.. With the bagless filter that really filters the dirt and dust particle and the storage area for vacuumed item
1, A whole new Luffy: If you originally watched this series on Cartoon Network
1," Maddeningly incomplete: I agree with all the other reviewers who are frustrated at what got left off. Every time I put on disc number 4 and fail to find ""She's My Best Friend"" from the 'VU' album on there I'm reminded of this. I'm always left with the distinct impression that these record companies should let the fans compile the box sets.The band is great"
1, Must have for any classic rock collection: This is a great album. Songs range from soft hippie rock to totally wierd and dark. Must have for any Lou Reed fan.
0, Excellent music
1, a landmark album: This is one of the great albums of the 60's.. It represents everything experimental in late 60's art-rock.. There are the cool mellow vibrations of 'Sunday morning'
0, any help?: Does anyone recommend this album to a classic rocker? I'm only a teenager
0," review of the compilation: I regret that i got carried away by the recommendations given on my previous purchases as well as the other reviews on this compilation""Peel slowly and see"" is definitely one of the worst in my collection.It sounded more like a jam session by a not so talented garage band! Do i say more.Can i have my money back or atleast exchange the same for some better music?"
1, Excelent: The Velvet Underground & Nico (180 Gram Vinyl)I order this to gave it to a friend who loves it the disc was package in exelent condition 
0, I don't like it.: I've listened to this album repeatedly
1, An essential box set: This is the end all be all of compilations of any rock'n'roll band. We've got early demos
1, Nothing Left to Say!: After all this time and all that was said about this record (and band)
1, Confucius says baseball is wrong - man with four balls cannot walk: I've been looking for a real collection to complement the lame jokes I heard when I was a kid. This fit the bill.
1, great: Oscar Peterson with Buddy De Franco sound fabulous together on this cd of the very listenable Gershwin melodies. Oscar Peterson's small group is an ideal backing for maestro Buddy.
0, Not realy my type: I did not like this book. However
0, Good movie - poor technology: The movie would have been fine had the audio and video kept sync. Unfortunately the video got ahead of the audio and I kept having to stop and restart. Also
1, A multitude of reasons to watch this film: - Some good special effects involving the spaceship
1, Forbidden Planet - Cannot review as not available in Europe: I would love to review this film. I have been checking Amazon for 5 years awaiting a european release. This is THE Si-Fi classic - why isn't it available in Europe and the rest of the world?Whoever releases this DVD - please
1, KRELL STEEL!!: Unalloyed pleasures on the big screen finally get a Deja Vu on Deja Vee Dee!! The widescreen
0, A real disappointment: I purchased this DVD in the hopes that I would be seeing the original CINEMASCOPE print of this sci-fi classic. Sadly the only frames in Cinemascope are the opening credits. The rest of this glorious film has been chopped up to accommodate a standard format. What a loss!
1, Forbidden Planet: Considering the year that this movie was filmed
1, Totally Awesome: Ok
1," Forbidden Planet Movie Review: This science fiction movie is one of the top five made in the 1950's and is even superior to the original ""War of the Worlds"" made in the 1950's. The story is truly a superior work as the events portrayed are possible in theory."
1, Classic: Robbie the robot - this robot has been used in so many other shows. The movie also gives some background into human mind. Id
1, Forbidden Planet: I have always liked Forbidden Planet. It on one of my favorite science fiction movies. I watch it every so often.
0, a rip off: i would not advise any one to waste their money on this blu-ray package for one main reason. sound track IS NOT 5.1!!! the entire movie soundtrack played out through my center speaker ONLY! the regular 2 disc 50th anniversary has the dolby sound. so if you have that stick with that and forget the blue ray until they decide to include a good sound track. i mean if you are watching a movie on the big screen don't you want surround sound too?
0, Total Garbage!: Very poor IR quality
0, Broke within two months: I purchased wireless headphones before that were not as fancy looking but that last me for a few years. This one stopped working after a couple of months. I'm a busy mom of three whose kids go to school far from my house. I drive 500 miles a week
1, SUPERIOR HORROR REMAKE!!: IT'S NOT THE ORIGINAL
0, Sorry but this version did nothing for me: I know people are tired of hearing how remakes are bad and originals are best
0, Don't waste your money: I went to see this horrible movie with my father and I was dissapointed. How can people in the movie world get away with making such trash? I guess the real question is: Why do people pay money to see it? It is scary
0, This is a fake!: George and Kathleen Lutz
0, One Of The Worst Ghost Movies Of All Time: I just don't see how this could get such good reviews. It's an awful movie with awful acting and no horror at all. They should put this movie in the drama section so people who like horror movies won't buy it. The sequels are ok and would get a 5/10 from me but this one horrible. A young family moves into a nice new house onlt to find out it's haunted and the dad goes crazy. They rip off alot of movies in this like The Shining and the original The Haunting. MGM also did a bad job on this disk for we get a trailer and that's all. I know alot of people like this movie because it's an older haunted house cheaply made movie
0, Don't waste your money: What a horrible movie! The movie starts out in a good direction
0, Dunno...: I finished the 60 day supply and didn't really notice any great benefits from it. It tastes awful unless you mix it with Apple Juice and water. Typically it would make me have to go to the bathroom pretty shortly after. Other than that
1, GET it and see.: If u dont get a good amount of greens & or probotics in your diet this product is for u.
1, Geen Vibrance-Awesome: I love this product! I mix it in with applejuice or put it in a smoothie. I've been using it for a couple of months now and I feel stronger
1, Wow
1, Best Green Powder You Can Buy: Green Vibrance is the most comprehensive powder you can find. It's got everything in it! I mix it in my smoothie with emergen-c
1, Green Vibrance: This stuff is great. I mix it with juice at times and at times just with water. The effects are immediate and the energy is lasting. I mix a glass in the morning and at lunch.
0, taste awful: smell bad and taste awful. I could not sleep well at night after having this product after dinner. quit it.
1, Great: Deer Woman was my favorite of the two
1, Very tasty and fun...: The blues harp playing and the ambience of the whole album makes this much nicer than your average 1970's blues rock.
1, Gentle soul: John Coltrane / Soultrane (Prestige): A very good and enjoyable album. Not his best but one that will be played a lot. A very solid Four Star album.
1, Great!: Great album. Open Your Eyes was played on ER in May and I always have that song in my head. Chasing Cars is a great track as well!
0, Adolescent pop shlock: Could there be a more instantly forgettable group than Snow Patrol? I mean
0, awful: This is the most bland
1, An admirable effort
1, Got it on a whim
0, Bad DVD: I like Tom Petty but this DVD is bad. I have an HDTV set
1, Perfect Chill CD: Great CD for any ocassion! Chill
0, Find Ways to Supplement Your Studies: It's not a bad idea to include this book in your studies. Yes
0, Very Weak Study Guide: I have been advised by those who help others prepare for the CSET that this is not a good study guide. So much information and so overwhelming and not all the answers are accurate.I studied the books What your 6-8th grader needs to know.....I did that for math
0, Read the Reviews: I've taken the test for the CSET multiple subject
1, Senior / Eldery Easy Sitting Exercise DVD: This seems to be just what my 75+ year old mother was looking for. She says she will use it more when the weather turns bad in the winter season and she can't get outside.
0, Awful: The format is silly and the exercises too simple. There will be no build up muscles with these few movements. Good only for someone who has been bed-bound for a year
0, To A Misled US Reviewer: Just A note for the somewhat misguied US reviewer. While this album (CD these days) was released after Rainbow 'Rising'
0, Not the Edition Pictured: The book I received was the 3rd edition not the 5th as pictured. The copy I received was in black and white. I was very disappointed.
1, Quilt In A Day: I loved this book. It is a most have for all quilters. The Log Cabin is the most versatile quilting pattern ever
0, Horrible
1, Kentucky series: Love Fern Michaels' books! This 3-book series was fantastic! I was loaned the 1st 2
1, smaller than I thought but very usable: I still think my kata dr 461 is better because of the added chest support strap and wider slimmer look but this will beat any shoulder bag. For long walks be it in the city or at a trail I am always looking for a small backpack to fill my needs. This little fellow was smaller than I thought but still I take it and put it to use for my backup dslr when I go out and about.
0, Another horrible remake: No insult to the lovely Jessica Alba but after viewing this
1, I can see clearly: Jessica Alba is perfect for this superb thriller. You really feel for her plight
1, Best Shoes: This it is one of the best products. I recommend it
0, horrible record!: So alright
1, The most informitive Hanson book!: I think it is a great book because I can read everything in the book
1, Hanson Biographies
1, Excellent!: The definitive guide to all that is Hanson. If you love their music
1, sketches of AFI: now that AFI has become an opverproduced studio crap-fest
1, Good solid Connector: I looked at a lot of cheap Chinese crap in Wally World before I decided to try this. I was fully prepared to send it back if it too seemed like junk; but it was not. It's a quality unit with good copper connectors inside that provide solid attachment inside.
1," Great Grip Spatula: This is a very versital spatula. I bought the spatula for the handle. The flexible rubber fins on the steel handle create a very comfortable feel and will NOT transport heat up the handle. The oversized grips create a very ""ergonomic"" feel and fits my hands without having to tightly grip the handle.The spoon head is very flexible and yet sturdy. It can be used to stir the stiffist pancake mix and yet still clean the side of the bowl smooth. It can also go from normal room temperatures to stirring the soup"
0, Big Disappointment!!!: I thought this one might be kind of cool
0, Good try but wait til they get more bugs out: If you liked Diablo or Dungeon Siege
0, If I could only play the game.......: So
1, Bought for my mom: My mom is older
1, Keep it plastic!: Brain plasticity is the key! This is great for adults
1, The Best in Mecha: This is much better than the other gundam series. Overall all of the gundam shows are the best mecha-type anime there is out there and has the best characters and the best action. I don't even like mecha that much
1, Great Item: I loved the plays in this collection of Noel Coward
1, 3/8 Flex Conduit: This is a great product if you have a small wiring job and need to protect the wire. It is a 25 foot roll of 3/8 flex conduit. It comes neatly packaged
0, The Worst Bellow Book?: The dialogue and endless introspection offered in this book gets tiresome quickly. Bellow's best work came before his Nobel Prize and this is an example of his weakening powers -- when his ideas outweighed action to create tedious novels.
0," Not what I thought they were ...: These are okay. My son ""tolerated"" them"
1, The Scratchless Wrench: This strap wrench replaced an old one that wore out and that I missed a lot.It grips items that cannot be gripped with other tools because there are noflat surfaces to grip or because gripping them would degrade the appearanceby marring or scratching the surfaces. It is ideal for fittings on faucetson sinks or bathtubs and any polished surfaces on pipes that need to begripped for turning.
1, Great Shoe: I have wide feet. They are true to size. I can even sleep in them. I walk and stand sometimes 12 hrs. This shoe is light weight and comfortable. I highly recommend this shoe to anyone that has had a problem in the past finding all day comfortable shoes.Shipping was good and they arrived just as pictured and stated. I am exceptionally happy with my purchase.
1, Third pair....: This is the third pair of Easy Spirit Romys I have owned( wore the first two pairs out). They are great for everyday use as well for long walks. They are light weight
0, Flimsy piece of junk: My daughter received this for a birthday gift and was thrilled when she saw the box. However
0, uplift teakettle: I was dissapointed in the color. Its listed as mock yellow
0, A whistling tea kettle which doesn't whistle.: I love OXO products except for this tea kettle. I -need- a kettle that whistles and this one doesn't. I burned up my first one of these and am now on my second. Both were gifts or I would have returned them. The steam comes out around the base of the spout.
1, careful!: These tea kettles are GREAT! But don't leave them on the stove with no water after the whistle stops working
0, Expensive / poor quality: Initially
0, Rusts inside!!!: Oxo Good Grips Uplift Teakettle
0, Design Flaw: This teakettle has a design flaw. The handle on ours started to come loose within a month or so. It has to be retightened every week or it almost falls off. The loosening occurs at the spot where the handle is attached and by the uplift
0, Not Recommended: I like nothing about this kettle. The handle shifts unexpectedly which makes it awkward to move to a different burner and downright dangerous to pour. The instructions say to empty after use. It feels flimsy.
0, Poor quality
0, Worst teakettle we've ever had: When I try filling this thing with water
0, Tracy: This teakettle is the worst! After one week of use it's already rusting inside. The lid has cracked from the heat. I am very dissapointed. Don't purchase this one. Keep shopping for a different brand.
0, I could not use: I could not use because the CD is damaged
0, Mechanical Challenges: The form factor on this gem is fantastic! However
0, Very bad...: It worked for few months after that it is spoiled. Not working any more. I think it is very cheap (not in the price) product. I never recommend to anyone
0, Piece of Junk
0, Better Option: I bought this device thinking I would save money over buying multiple plug adapters for Germany and Australia... big mistake. I found that I could buy single plug adapters for each country for just $.99 each.
0, Not very small adapter: This adapter is certainly not small. It is large because it is an all-in-one
0, disappointed that it doesn't fit power outlets in INDIA: I have read a review that says this product also works in INDIA but came to know that neither of the given 4 different power plugs doesn't fit indian power outlets.
0, Did not work in the UK: Stayed at two hotels in the UK and this device did not work in either one. Would love to get a refund of this piece of junk. I have a number of other Kensington products
0, Does not work as advertised...or at all: As I have found it
1, Great Product: Great product
0, Supposedly for computers
0, travel plug adapter: I am going to France and needed an adapter for my appliances. After purchasing[ASIN:B0002H4YUI Kensington 33117 International All-in-One Travel Plug Adapter]] I found it would not work without another purchase of a devise to change the voltage.
0, Wrong sizing and inconsistent sizing: I received two of these shirts of the same size. Both were too small for the indicated size and were incorrectly cut.Avoid.
1, A Very Fine Camera and Lens System: We purchased the camera just before leaving for a long vacation. Really wanted the 18-200 lens so I would only need to carry one lens. Shot just over 4
1, Great camera: I just moved up from a digital point and shoot
0, Timelapse recording: This camera has not timelapse recording!!!(Cameras with a time lapse feature can be programmed to automatically shoot a number of frames over a period of time or with a certain time interval between each frame. For instance
1, Superb energy of live hip hop performance: This is a completely new dimension of hip hop. For ones that haven't seen them perform live this is an unique experience. Definite must in every serious cd collection
1, The Country-fied Album: Great record. A good mix of songs and sounds. With 23 tracks
1, DogRead Book of the Month: DogRead book of the month July
0, I wouldn't waste my money: I enjoyed reading it
1, LOVE THIS CD!: THIS CD IS BEAUTIFUL AND THOUGHT PROVOKING IN A GENTLE MANNER
1, Awesome Job!: This CD is the best I have heard in a long time. I listen to it every day at least three or four times. I just wanted to tell everyone that they should get this CD even if they don't think they would like it... like I did. After you hear it once
0, Would give no stars if it were an option: After using only a few times
0, Amazingly bad: Planned a road trip just for the purpose of listening to this box set... just as I had done for the great 70s and 80s Rhino boxes. I cannot believe how bad this is - particularly how unrepresentative of the decade it is. PLEASE Rhino - try again.
1, great album: this is probably my favorite vu record. the band's songs are more melodic and less experimental noiscapes that characterized the content of their first two records. the modern lover's first album is very influenced by the vu music recorded in this era. i like the vu's music from this period.
1, A Small Point: I have just a small point to add to what's been said. In my humble opinion
1, The clamps work
0, Grizzly
0, Great Clamp - High Shipping: Clamps are great. Small issues with a few but nothing unexpected. That is until you realize that the standard shipping alone is more than the product cost. $7.70 to standard ship a $6.99 product?This bear bites!! READ THE FINE PRINT FIRST.....
0, Not worth your time: B and low budget horror is typically my favorite genre. A movie can be a great movie despite its budget; any movie
0," 0 STARS: HORRIBLE!!!: ""Witchhouse"" is an artificial low-budget supposedly horror-comedy hybrid (plenty of unintentional comedy but zero horror) which is truly lame and totally ridiculous. In the mold of ""Night Of The Demons"""
0, it SUCKS: I rented this movie just last week
0, Given as a post hospital gift: My mother and father found it to difficult to use. In their eighties I thought it would keep all of mom's medications lined up but tey were unhappy and went back to doling out their pills from each bottle when they needed to be taken.
0, Poor Quality: Poor quality
0, Not good quality: This is very cheaply made. Two of the doors on the compartments were nearly broken off upon arrival. The other compartment doors are not secure
0, Don't bother buying it!: this dough blender is pretty useless. the wires are not reinforced which makes cutting cold butter into the flour almost impossible and very time-consuming. you're better off just using two knives or your fingers than this dough blender
0," glad I came here first!: I was going to take my young kids to see this ""family"" movie. I was checking the showtimes and saw it was PG-13! I thought I'd better check it out. Now I hear that the coach is inside Hooters and singing ""Cocaine"""
0, Poor language & equally poor message: This movie is a far cry from the original.I lost track of how many times the kids and adults in this film swore gratuitiously. Worse yet
1, It is one of the greatest games for gameboy advance!: It has groovy tunes
1, pretty good: I have always loved this band
1, WE LOVE DORA AND BOOTS!!!: My 3yr old girls LOVE this product! This is something they actually play together! And that doesn't happen unless they are being mischievous. Even my son who is 6 also plays the games and likes it. It has the real voices from the show and all the familiar characters they know. It teaches simple spanish words that my girls love repeating through out their busy day. I would recommend this to any Dora fan.
0, Can't believe I bought this: One word for this cd: HORRIBLE. I tried to listen to this four times and hated it more with each play. I can't begin to tell you how awful this cd is. I was reading the 5 star reviews on here with bewilderment. Then one of these reviews calls this 'the anti- Beatles' and this person goes on to say the Beatles are hated. It makes sense now. If you hate great music
1, Great for small jobs: I use this for small jobs that I don't want to get a hand mixer our for. I love the fact that it is metal and not nylon
1, A MOST PROMISING NEW TALENT: Karrin Allyson has everything to become very quickly a singer extraordinaire: the voice
0, Hated the Movie
0, Save your money: This movies is SO BAD
0, DVD looks videoy... Not theatrical version: While the film itself is excellent
1, Job Boss Compressor Review: This compressor has delivered in all of the areas I expected. It is very portable and easy to use. CFM output is very adequate for small jobs or larger demands for short periods of time. My only disappointment was with the handle assembly. I feel that it should be more secure with some sort of locking mechanism.
1, Great clean-up tool: I have to admit - I actually just use this scraper as a scraper -- cleaning up the counter tops after cooking/baking/rolling
1, Worth it.: It's so useful. I use it for shoveling off the cutting board into the pan mostly
0, Quality problems: I purchased a few of these for myself and friends. From the day I got my spoon spatula it was my favorite kitchen tool
0, oxo needs to use the tools they sell.: I like the fact that the spoon doesn't stain that is great
0, Waste of Money!: It might work on wooden Cork's but it does not work on Plastic corks for Champagne. Waste of money!
1, Nostalgiatopia: Take a walk down memory lane with this handbook on how to survive in the great outdoors. You'll learn how to dig out a canoe
0, Not what I was expecting.: I was really disappointed in this title.... It was written in 1890 and it's totally outdated. As an interesting browse in the library or book store
1, After Boy in a man's world great follow up!: I have to say this album not only took me by surprise but made me like this band even more because Boy in man's world was just a little predictable and simply written
1, It works.: It works okay but it is a little awkward to use at times. On occasion you have to tilt the blower to actually aim at the leaves etc. you are trying to move
0, Came damaged but is also cheap: I was disappointed with this product. The tab is broken on one of the days
1, Cool idea!: I Like it... Definitely allows me to keep track of my meds intake. But it would have been better if the am/pm slots had separate openings. Besides that
1, Cheap but neat little tripod: Tripod is a nice size to carry with you and use on the hood of a car or any flat surface
1, Great purchase!: I love this whisk! It is comfortable
0, Genocide
0, Unfortunate boring mediocrity: As a huge Circle Jerks fan
1," Accurate Translation of the Quran: It is essential that everyone become familiar with the fastest growing and most dangerous religion in the world. Other than the fact that this translation replaces ""Allah"" with ""God"" to make it more palatable for the less enlightened"
0, truly awful transaltion!: Now
0, horrible translation: i am a muslim myself. I have read the 'real' Koran several times and have much of it memorized. Muslims around the world take pride in the fact that the Koran can never be really translated
1," Surprise: I was surprised by this movie. This can be labelled a ""Black comedy"
1, Appealing to my sense of spirituality
0, regalo could make a better bedrail: I am not crazy about this bedrail at all. I bought it for co-sleeping with our 6 month old. It was difficult to put together as the directions were horribly written and the illustrations left a lot to the imagination. When I finally got it together and put it in the bed the latch for the rope that holds the rail to the bed broke. I still tried to use it that night and i could feel the rails under the mattress as they are really thick. I returned this one and bought one that doesn't hideaway and includes a blocker for the baby to not roll between the mattress and rail - this one leaves a sizeable gap for baby to roll into.
1, Hard to find classic !!: Crumbsuckers first album is very hard to find and is a true classic 
1, Great Racquetball Glove: This racquet had been great preventing the racquet from slipping in my hand.I usually wear out the glove in high friction areas before palm grip wears out.
1, Works well for whatever sifter needs you have: Works well for a sifter of flour and such. However
0, disappointed: This is the only product that I have ever ordered from Amazon that I have been disappointed with. It is very small (I looked and looked for a size in the details and could not find one) and you just move the handle side to side to sift and it takes forever! Will not use again.
0, Way too slow
0, Too Slow
0, Horrible Product: I bought this item and tried several different powdered products in it and after 5 min of shaking
0, This new design just doesn't work: OXO products are known for innovative design. I have the can opener
0, slow and tedious...: I like OXO products for the most part
0, Had high hopes
0," Don't waste your time: I ""was"" a Josh Lucas fan before I made the mistake of renting this. It was complete trash. Josh has some explaining to do."
0," Mr. Dibbell could use a life....: ""My Tiny Life"" about sums it up. Julian Dibble is"
1, Whispered Promises: It does not matter if you are male or female as long as you are a Madaris
0, Audio is terrible: This is VHS to DVD creation that has horrible audio quality. I wouldn't pay more than what I did for this thing (2 dollars).
1, pretty good: this is a good CD....nice
0, What the...?: I listened to this CD because someone recommended it and let me borrow it. I absoloutly hated it. I'm sorry but it's just bad music. They do not need 7 people in a band because only one or two of them actually sing. The rest are reduced to singing choir and back up voices. I have no idea why my friend likes it so much because I absoloutly could not stand it. They are all cheesy toons that sound like something out of disney or something. The minute I put this CD in my player and listened to one song I HAD to turn it off!! If you like bubble gum pop poster bands then you might like it...that is if you're also a fan of one hit wonders...
1, S Club 7 ROCK!: This CD is AWSOME! When you listen to it then you wanna turn up the sound as loud as it goes and boogy! And you don't wanna turn it off! Also this groop doesn't sing about sex. I got this CD because I had heard all the song off of the show. On channel 31. I also love the show. S Club 7 ROCKS!
1, SClub7 CD: While Sclub7 is not profound music
1, Exceptionally insightful presentation of phenomenology: For anyone versed in realistic philosophy (Aristotelian/Thomistic)this book by Robert Sokolowski should both broaden and deepen their understanding of the basics of first philosophy as well as its very meaning. Sokolowski's presentation of phenomenology is challenging but clear. I certainly recommend the book.Introduction to Phenomenology
1, Introduction to phenomenology: This book will be just great for introducing my master degree students on very important concepts on Phenomenology
0, My worst book investment till now: If you expect something like Pit Bull
1, Victor
0, Damaged book! Supposed to be perfect!: I ordered this book BRAND NEW
0, Tedious: The metaphors are too obscure
1, Best Movie Mag Around: If you are a movie fan looking for a read this is the magazine. Empire's strength is in treading a line between in-depth-analysis and shallow commercial puffs. In other words
1, A Womans tale: I really enjoyed this book. The story is definetly written from a womans point of view and I was able to relate quite well. I highly recomend this story as the tale of a moment in time as seen through a womans eyes in Central America.
1, forged note: I am a student of Oscar Micheaux films and literature. Oscar Micheaux was a man of limited educational accomplishment[8th]grade. He was opinionated and wrote what he felt about afro-americans
0," Where's Florida: We drive I-95 from NY to Florida about four times a year. We use mostly our GPS for speed and routes. I also have and use the ""I-95 Exit Information Guide"" (from Maine to Florida)which is a great book and it sits right next to me. This ""Drive I-95"" was very disappointing to me. The information in it is seven years old"
0, Yawn: I was so excited to order this book. I guess I expected more of a guide book than it is. You do get listings of what is at each exit to the Florida border on 95- but I was hoping for some reviews(especially on the many many hotels along 95) The most info given on a hotel is if it serves scrambled eggs for breakfast-not if it was clean-or what services it has. Mobil travel guide would have been a better choice for me. Also it reads a little off. The maps in the front representing your trip down to Florida run from the bottom of the page- up(vs going from top down as you are driving) I found this slightly annoying. On the plus side
1, It ALL becomes true!: I wish I could detail what this recording does 
1, This game RuLeZ!: Mortal Kombat was the first real action fighting game in pc history with blood and brutal fatalities! The new 3D look (Not as MK4
0, hate it: this movie is a waste of money. i didn't like it. to boring not enough dancing. don't spend your money on this movie.
0, Maybe good for travel
1, excelent product: it was exactly what i need it. big difference between playing with glove or without. the only problem: medium size is like a small
1," No surprises here: Easy to assembleLarge enough for a 100 lb boxer/mastiff mixI leave my pooch in the garage with access to the backyard during the work days. This kennel gives him nice cozy place to curl up on those cold days in the NW. I placed an outdoor heating pad on the bottom and i covered the top and sides with an old rug to provide some ""insulation."" He appears to like it just fine.If you need to move the kennel around"
1," A celebration of Victorian values: H. Rider Haggard's ""King Solomon's Mines"" is at once a ripping adventure yarn and a celebration of Victorian values. The book - the first of the ""Lost World"" genre - features at trio of English adventurers: the elephant hunter Allan Quatermain"
0, Killjoy: This book is terrible
0, errors are abundant: I bought this book as a first step to preparing for the ASTB. This book is so full of mistakes
0, Not as Helpful as it could be: Very basic book
0, The Countess in Red: Dreary and SO poorly written I could have cried! I have seldom seen a work with such flimsy plot and utterly insipid characters. What a shame!
0, Don't Count On It
0, Rob: This player had good picture quality and sound
0, Lemon: I ordered my Toshiba SD 1200 in August of 2000. It was broken out of the box. After 6 weeks of waiting
0, Works well...BUT....: This is an adequate ladle
0, politically correct to the point of obsession: On the substantive side
0, nice trainers........: the asics mexico 66 are the nicest trainers i have ever had - which is why i was so desparate to get hold of another pair - and when the black/grey/gold ones appeared not to be available in the uk i decided to buy them over the internet - sadly eastbay sent me the wrong colour - and whilst they have refunded me the value of the shoes - they haven't done the same with the duty and postage costs which are more than i paid for the shoes themselves. I have also now spent quite alot of money chasing up and trying to get this money back as eastbay assured me i was entitled to it.....and am just about to start the process all over again.....if shopping with them i hope you have a better experience.....second time round i have been impressed by the friendliness and efficiency of the eastbay staff - don't know whether i'll get the $116 (not including the purchase price which has been refunded now) that i am owed.....i think thats down to amazon....fingers crossed i guess
1, Kind of big
0, No sir
1, Great Price: Was looking for a rainbow maker for my daughter
1, the future augurs good with these crystals: I didn't know whether to order the 30
1, Don't miss this one: I read this 10 years ago after staying at a Shangri-La hotel for the first time - I was 33 years old. Thankfully I've travelled much more since then and lived overseas - the mystique of the Shangri-La hotel chain has worn off a bit
1, lost horizon: great condition and in a timely manner cannot wait to read this book as it was highly recommended at the beginning of the book a year in tibet
1, One of the best books I have ever read: If you want to know what more there is to life
1, Great book: Awesome book
0, Not Fun: This game is not much fun. I wouldn't recommend it. The rest of my family didn't like it either. There are 3 ways to answer the questions but only one way really works.
1, Tanx: Not Bolan's best
1, Changes your perspective...: I first recieved the book DAVID as a young child... too young maybe. I read the book from start to finish
1, Perfect size!: This skimmer is large enough to use in my deep fryer and fits well in most of my pots and pans. I like this much better than the concentric circle design of other skimmers which don't work well with many foods. This skimmer has wholes to let liquid go through without losing the food you are straining.
0, Not as good as it could have been: Given the positive reviews
1, Much better than I expected: It's not a traditional Stoker vampire story but it's still not bad. after a couple of chapters it became a real page turner. It really is an entertaining read. I don't think anyone is going to say this is the their all time horror/vampire novel but it does what it sets out to do.
0, Caution: Sail only in pool or bathtub!: Exercise caution with this sailboat; I sailed two on a lake nearby ... both took on water (i.e. leaked) when heeled over which is what sailboats are supposed to do. The result was one boat sunk with no chance of recovery
0, Not very fun: My baby boy never liked this. It was a gift and he was never remotely interested. Other toys can be hung or attached and swatted at. This just sits there and to me was pointless. Go with something more fun.
0, Very disappointing: I received Charlie as a gift for my baby
0, Very good acting in a very bad cause...: The idea that mathematical genius is somehow strange or crazyis very bad doctrine. People with power of innovation and originalthought are produced in the gene pool with regularity.They are almost as likely to be found among the pooras among the wealthy.Much of the real advancement of civilizations has depended on thembraving misunderstanding and persecution to bring their ideas forward.Contributing to their problems as this movie does
0, Felt like a rehersal: This is one of the worst movies I have seen in a while; next to Rabbit Proof Fence
0, Here now...: Allow ol' Butterweight to weigh in here. This movie my feathered friends is a huge dissapointment through the eyes of Charlie boy
0, Rusted after first washing: It seemed ok until I put it in the dish washer. The first time I washed it
0, Bad band: The two faced Skagen watch we purchased was a good buy but the owner needs 3 hands to close / secure the watchband. Not user friendly!
0, Not By Any Stretch of Imagination: I wish that I could send this to the guy who laments not receiving his copy
